code,name,type,parent_code,sort_order
07864,Xã Hợp Thịnh,COMMUNE,24,816
07840,Xã Hiệp Hoà,COMMUNE,24,817
07822,Xã Hoàng Vân,COMMUNE,24,818
07870,Xã Xuân Cẩm,COMMUNE,24,819
07774,Phường Tự Lạn,WARD,24,820
07777,Phường Việt Yên,WARD,24,821
07795,Phường Nếnh,WARD,24,822
07798,Phường Vân Hà,WARD,24,823
07735,Xã Đồng Việt,COMMUNE,24,824
07210,Phường Bắc Giang,WARD,24,825
07228,Phường Đa Mai,WARD,24,826
07696,Phường Tiền Phong,WARD,24,827
07682,Phường Tân An,WARD,24,828
07681,Phường Yên Dũng,WARD,24,829
07699,Phường Tân Tiến,WARD,24,830
07738,Phường Cảnh Thụy,WARD,24,831
09187,Phường Kinh Bắc,WARD,24,832
09190,Phường Võ Cường,WARD,24,833
09169,Phường Vũ Ninh,WARD,24,834
09325,Phường Hạp Lĩnh,WARD,24,835
09286,Phường Nam Sơn,WARD,24,836
09367,Phường Từ Sơn,WARD,24,837
09376,Phường Tam Sơn,WARD,24,838
09382,Phường Đồng Nguyên,WARD,24,839
09373,Phường Phù Khê,WARD,24,840
09400,Phường Thuận Thành,WARD,24,841
09409,Phường Mão Điền,WARD,24,842
09430,Phường Trạm Lộ,WARD,24,843
09427,Phường Trí Quả,WARD,24,844
09433,Phường Song Liễu,WARD,24,845
09445,Phường Ninh Xá,WARD,24,846
09247,Phường Quế Võ,WARD,24,847
09265,Phường Phương Liễu,WARD,24,848
09253,Phường Nhân Hòa,WARD,24,849
09301,Phường Đào Viên,WARD,24,850
09295,Phường Bồng Lai,WARD,24,851
09313,Xã Chi Lăng,COMMUNE,24,852
09292,Xã Phù Lãng,COMMUNE,24,853
09193,Xã Yên Phong,COMMUNE,24,854
09238,Xã Văn Môn,COMMUNE,24,855
09202,Xã Tam Giang,COMMUNE,24,856
09205,Xã Yên Trung,COMMUNE,24,857
09208,Xã Tam Đa,COMMUNE,24,858
09319,Xã Tiên Du,COMMUNE,24,859
09334,Xã Liên Bão,COMMUNE,24,860
09343,Xã Tân Chi,COMMUNE,24,861
09340,Xã Đại Đồng,COMMUNE,24,862
09349,Xã Phật Tích,COMMUNE,24,863
09454,Xã Gia Bình,COMMUNE,24,864
09475,Xã Nhân Thắng,COMMUNE,24,865
09469,Xã Đại Lai,COMMUNE,24,866
09466,Xã Cao Đức,COMMUNE,24,867
09487,Xã Đông Cứu,COMMUNE,24,868
09496,Xã Lương Tài,COMMUNE,24,869
09529,Xã Lâm Thao,COMMUNE,24,870
09523,Xã Trung Chính,COMMUNE,24,871
09499,Xã Trung Kênh,COMMUNE,24,872
07663,Xã Tuấn Đạo,COMMUNE,24,873
07900,Phường Việt Trì,WARD,25,874
07894,Phường Nông Trang,WARD,25,875
07909,Phường Thanh Miếu,WARD,25,876
07918,Phường Vân Phú,WARD,25,877
08515,Xã Hy Cương,COMMUNE,25,878
08494,Xã Lâm Thao,COMMUNE,25,879
08497,Xã Xuân Lũng,COMMUNE,25,880
08521,Xã Phùng Nguyên,COMMUNE,25,881
08527,Xã Bản Nguyên,COMMUNE,25,882
07954,Phường Phong Châu,WARD,25,883
07942,Phường Phú Thọ,WARD,25,884
07948,Phường Âu Cơ,WARD,25,885
08230,Xã Phù Ninh,COMMUNE,25,886
08254,Xã Dân Chủ,COMMUNE,25,887
08236,Xã Phú Mỹ,COMMUNE,25,888
08245,Xã Trạm Thản,COMMUNE,25,889
08275,Xã Bình Phú,COMMUNE,25,890
08152,Xã Thanh Ba,COMMUNE,25,891
08161,Xã Quảng Yên,COMMUNE,25,892
08203,Xã Hoàng Cương,COMMUNE,25,893
08209,Xã Đông Thành,COMMUNE,25,894
08215,Xã Chí Tiên,COMMUNE,25,895
08227,Xã Liên Minh,COMMUNE,25,896
07969,Xã Đoan Hùng,COMMUNE,25,897
08023,Xã Tây Cốc,COMMUNE,25,898
08035,Xã Chân Mộng,COMMUNE,25,899
07999,Xã Chí Đám,COMMUNE,25,900
07996,Xã Bằng Luân,COMMUNE,25,901
08053,Xã Hạ Hòa,COMMUNE,25,902
08071,Xã Đan Thượng,COMMUNE,25,903
08113,Xã Yên Kỳ,COMMUNE,25,904
08143,Xã Vĩnh Chân,COMMUNE,25,905
08134,Xã Văn Lang,COMMUNE,25,906
08110,Xã Hiền Lương,COMMUNE,25,907
08341,Xã Cẩm Khê,COMMUNE,25,908
08398,Xã Phú Khê,COMMUNE,25,909
08416,Xã Hùng Việt,COMMUNE,25,910
08431,Xã Đồng Lương,COMMUNE,25,911
08344,Xã Tiên Lương,COMMUNE,25,912
08380,Xã Vân Bán,COMMUNE,25,913
08434,Xã Tam Nông,COMMUNE,25,914
08479,Xã Thọ Văn,COMMUNE,25,915
08461,Xã Vạn Xuân,COMMUNE,25,916
08443,Xã Hiền Quan,COMMUNE,25,917
08674,Xã Thanh Thuỷ,COMMUNE,25,918
08662,Xã Đào Xá,COMMUNE,25,919
08686,Xã Tu Vũ,COMMUNE,25,920
08542,Xã Thanh Sơn,COMMUNE,25,921
08584,Xã Võ Miếu,COMMUNE,25,922
08611,Xã Văn Miếu,COMMUNE,25,923
08614,Xã Cự Đồng,COMMUNE,25,924
08632,Xã Hương Cần,COMMUNE,25,925
08656,Xã Yên Sơn,COMMUNE,25,926
08635,Xã Khả Cửu,COMMUNE,25,927
08566,Xã Tân Sơn,COMMUNE,25,928
08593,Xã Minh Đài,COMMUNE,25,929
08560,Xã Lai Đồng,COMMUNE,25,930
08545,Xã Thu Cúc,COMMUNE,25,931
08590,Xã Xuân Đài,COMMUNE,25,932
08620,Xã Long Cốc,COMMUNE,25,933
08290,Xã Yên Lập,COMMUNE,25,934
08323,Xã Thượng Long,COMMUNE,25,935
08296,Xã Sơn Lương,COMMUNE,25,936
08305,Xã Xuân Viên,COMMUNE,25,937
08338,Xã Minh Hòa,COMMUNE,25,938
08311,Xã Trung Sơn,COMMUNE,25,939
08824,Xã Tam Sơn,COMMUNE,25,940
08848,Xã Sông Lô,COMMUNE,25,941
08782,Xã Hải Lựu,COMMUNE,25,942
08773,Xã Yên Lãng,COMMUNE,25,943
08761,Xã Lập Thạch,COMMUNE,25,944
08842,Xã Tiên Lữ,COMMUNE,25,945
08788,Xã Thái Hòa,COMMUNE,25,946
08812,Xã Liên Hòa,COMMUNE,25,947
08770,Xã Hợp Lý,COMMUNE,25,948
08866,Xã Sơn Đông,COMMUNE,25,949
08911,Xã Tam Đảo,COMMUNE,25,950
08923,Xã Đại Đình,COMMUNE,25,951
08914,Xã Đạo Trù,COMMUNE,25,952
08869,Xã Tam Dương,COMMUNE,25,953
08905,Xã Hội Thịnh,COMMUNE,25,954
08896,Xã Hoàng An,COMMUNE,25,955
08872,Xã Tam Dương Bắc,COMMUNE,25,956
09076,Xã Vĩnh Tường,COMMUNE,25,957
09112,Xã Thổ Tang,COMMUNE,25,958
09100,Xã Vĩnh Hưng,COMMUNE,25,959
09079,Xã Vĩnh An,COMMUNE,25,960
09154,Xã Vĩnh Phú,COMMUNE,25,961
09106,Xã Vĩnh Thành,COMMUNE,25,962
09025,Xã Yên Lạc,COMMUNE,25,963
09040,Xã Tề Lỗ,COMMUNE,25,964
09064,Xã Liên Châu,COMMUNE,25,965
09043,Xã Tam Hồng,COMMUNE,25,966
09052,Xã Nguyệt Đức,COMMUNE,25,967
08935,Xã Bình Nguyên,COMMUNE,25,968
08971,Xã Xuân Lãng,COMMUNE,25,969
08950,Xã Bình Xuyên,COMMUNE,25,970
08944,Xã Bình Tuyền,COMMUNE,25,971
08716,Phường Vĩnh Phúc,WARD,25,972
08707,Phường Vĩnh Yên,WARD,25,973
08740,Phường Phúc Yên,WARD,25,974
08749,Phường Xuân Hòa,WARD,25,975
05089,Xã Cao Phong,COMMUNE,25,976
05116,Xã Mường Thàng,COMMUNE,25,977
05098,Xã Thung Nai,COMMUNE,25,978
04831,Xã Đà Bắc,COMMUNE,25,979
04876,Xã Cao Sơn,COMMUNE,25,980
04846,Xã Đức Nhàn,COMMUNE,25,981
04873,Xã Quy Đức,COMMUNE,25,982
04849,Xã Tân Pheo,COMMUNE,25,983
04891,Xã Tiền Phong,COMMUNE,25,984
04978,Xã Kim Bôi,COMMUNE,25,985
05014,Xã Mường Động,COMMUNE,25,986
05086,Xã Dũng Tiến,COMMUNE,25,987
05068,Xã Hợp Kim,COMMUNE,25,988
04990,Xã Nật Sơn,COMMUNE,25,989
05266,Xã Lạc Sơn,COMMUNE,25,990
05287,Xã Mường Vang,COMMUNE,25,991
05347,Xã Đại Đồng,COMMUNE,25,992
05329,Xã Ngọc Sơn,COMMUNE,25,993
05290,Xã Nhân Nghĩa,COMMUNE,25,994
05323,Xã Quyết Thắng,COMMUNE,25,995
05293,Xã Thượng Cốc,COMMUNE,25,996
05305,Xã Yên Phú,COMMUNE,25,997
05392,Xã Lạc Thủy,COMMUNE,25,998
05425,Xã An Bình,COMMUNE,25,999
05395,Xã An Nghĩa,COMMUNE,25,1000
04924,Xã Lương Sơn,COMMUNE,25,1001
05047,Xã Cao Dương,COMMUNE,25,1002
04960,Xã Liên Sơn,COMMUNE,25,1003
05200,Xã Mai Châu,COMMUNE,25,1004
05245,Xã Bao La,COMMUNE,25,1005
05251,Xã Mai Hạ,COMMUNE,25,1006
05212,Xã Pà Cò,COMMUNE,25,1007
05206,Xã Tân Mai,COMMUNE,25,1008
05128,Xã Tân Lạc,COMMUNE,25,1009
05158,Xã Mường Bi,COMMUNE,25,1010
05134,Xã Mường Hoa,COMMUNE,25,1011
05191,Xã Toàn Thắng,COMMUNE,25,1012
05152,Xã Vân Sơn,COMMUNE,25,1013
05353,Xã Yên Thủy,COMMUNE,25,1014
05362,Xã Lạc Lương,COMMUNE,25,1015
05386,Xã Yên Trị,COMMUNE,25,1016
04897,Xã Thịnh Minh,COMMUNE,25,1017
04795,Phường Hòa Bình,WARD,25,1018
04894,Phường Kỳ Sơn,WARD,25,1019
04792,Phường Tân Hòa,WARD,25,1020
04828,Phường Thống Nhất,WARD,25,1021
11560,Phường Thuỷ Nguyên,WARD,31,1022
11557,Phường Thiên Hương,WARD,31,1023
11533,Phường Hoà Bình,WARD,31,1024
11542,Phường Nam Triệu,WARD,31,1025
11473,Phường Bạch Đằng,WARD,31,1026
11488,Phường Lưu Kiếm,WARD,31,1027
11506,Phường Lê Ích Mộc,WARD,31,1028
11311,Phường Hồng Bàng,WARD,31,1029
11602,Phường Hồng An,WARD,31,1030
11341,Phường Ngô Quyền,WARD,31,1031
11359,Phường Gia Viên,WARD,31,1032
11383,Phường Lê Chân,WARD,31,1033
11407,Phường An Biên,WARD,31,1034
11413,Phường Hải An,WARD,31,1035
11411,Phường Đông Hải,WARD,31,1036
11443,Phường Kiến An,WARD,31,1037
11446,Phường Phù Liễn,WARD,31,1038
11737,Phường Nam Đồ Sơn,WARD,31,1039
11455,Phường Đồ Sơn,WARD,31,1040
11689,Phường Hưng Đạo,WARD,31,1041
11692,Phường Dương Kinh,WARD,31,1042
11581,Phường An Dương,WARD,31,1043
11617,Phường An Hải,WARD,31,1044
11593,Phường An Phong,WARD,31,1045
11674,Xã An Hưng,COMMUNE,31,1046
11668,Xã An Khánh,COMMUNE,31,1047
11647,Xã An Quang,COMMUNE,31,1048
11635,Xã An Trường,COMMUNE,31,1049
11629,Xã An Lão,COMMUNE,31,1050
11680,Xã Kiến Thụy,COMMUNE,31,1051
11725,Xã Kiến Minh,COMMUNE,31,1052
11749,Xã Kiến Hải,COMMUNE,31,1053
11728,Xã Kiến Hưng,COMMUNE,31,1054
11713,Xã Nghi Dương,COMMUNE,31,1055
11761,Xã Quyết Thắng,COMMUNE,31,1056
11755,Xã Tiên Lãng,COMMUNE,31,1057
11779,Xã Tân Minh,COMMUNE,31,1058
11791,Xã Tiên Minh,COMMUNE,31,1059
11806,Xã Chấn Hưng,COMMUNE,31,1060
11809,Xã Hùng Thắng,COMMUNE,31,1061
11824,Xã Vĩnh Bảo,COMMUNE,31,1062
11911,Xã Nguyễn Bỉnh Khiêm,COMMUNE,31,1063
11887,Xã Vĩnh Am,COMMUNE,31,1064
11875,Xã Vĩnh Hải,COMMUNE,31,1065
11848,Xã Vĩnh Hòa,COMMUNE,31,1066
11836,Xã Vĩnh Thịnh,COMMUNE,31,1067
11842,Xã Vĩnh Thuận,COMMUNE,31,1068
11503,Xã Việt Khê,COMMUNE,31,1069
11914,Đặc khu Cát Hải,SPECIAL_ZONE,31,1070
11948,Đặc khu Bạch Long Vĩ,SPECIAL_ZONE,31,1071
10525,Phường Hải Dương,WARD,31,1072
10532,Phường Lê Thanh Nghị,WARD,31,1073
10543,Phường Việt Hòa,WARD,31,1074
10510,Phường Thành Đông,WARD,31,1075
10672,Phường Nam Đồng,WARD,31,1076
10537,Phường Tân Hưng,WARD,31,1077
11002,Phường Thạch Khôi,WARD,31,1078
10540,Phường Tứ Minh,WARD,31,1079
10660,Phường Ái Quốc,WARD,31,1080
10549,Phường Chu Văn An,WARD,31,1081
10546,Phường Chí Linh,WARD,31,1082
10570,Phường Trần Hưng Đạo,WARD,31,1083
10552,Phường Nguyễn Trãi,WARD,31,1084
10573,Phường Trần Nhân Tông,WARD,31,1085
10603,Phường Lê Đại Hành,WARD,31,1086
10675,Phường Kinh Môn,WARD,31,1087
10744,Phường Nguyễn Đại Năng,WARD,31,1088
10729,Phường Trần Liễu,WARD,31,1089
10678,Phường Bắc An Phụ,WARD,31,1090
10726,Phường Phạm Sư Mạnh,WARD,31,1091
10714,Phường Nhị Chiểu,WARD,31,1092
10705,Xã Nam An Phụ,COMMUNE,31,1093
10606,Xã Nam Sách,COMMUNE,31,1094
10642,Xã Thái Tân,COMMUNE,31,1095
10615,Xã Hợp Tiến,COMMUNE,31,1096
10633,Xã Trần Phú,COMMUNE,31,1097
10645,Xã An Phú,COMMUNE,31,1098
10813,Xã Thanh Hà,COMMUNE,31,1099
10846,Xã Hà Tây,COMMUNE,31,1100
10816,Xã Hà Bắc,COMMUNE,31,1101
10843,Xã Hà Nam,COMMUNE,31,1102
10882,Xã Hà Đông,COMMUNE,31,1103
10888,Xã Cẩm Giang,COMMUNE,31,1104
10909,Xã Tuệ Tĩnh,COMMUNE,31,1105
10930,Xã Mao Điền,COMMUNE,31,1106
10903,Xã Cẩm Giàng,COMMUNE,31,1107
10945,Xã Kẻ Sặt,COMMUNE,31,1108
10966,Xã Bình Giang,COMMUNE,31,1109
10972,Xã Đường An,COMMUNE,31,1110
10993,Xã Thượng Hồng,COMMUNE,31,1111
10999,Xã Gia Lộc,COMMUNE,31,1112
11020,Xã Yết Kiêu,COMMUNE,31,1113
11050,Xã Gia Phúc,COMMUNE,31,1114
11065,Xã Trường Tân,COMMUNE,31,1115
11074,Xã Tứ Kỳ,COMMUNE,31,1116
11113,Xã Tân Kỳ,COMMUNE,31,1117
11086,Xã Đại Sơn,COMMUNE,31,1118
11131,Xã Chí Minh,COMMUNE,31,1119
11140,Xã Lạc Phượng,COMMUNE,31,1120
11146,Xã Nguyên Giáp,COMMUNE,31,1121
11203,Xã Ninh Giang,COMMUNE,31,1122
11164,Xã Vĩnh Lại,COMMUNE,31,1123
11224,Xã Khúc Thừa Dụ,COMMUNE,31,1124
11167,Xã Tân An,COMMUNE,31,1125
11218,Xã Hồng Châu,COMMUNE,31,1126
11239,Xã Thanh Miện,COMMUNE,31,1127
11254,Xã Bắc Thanh Miện,COMMUNE,31,1128
11257,Xã Hải Hưng,COMMUNE,31,1129
11242,Xã Nguyễn Lương Bằng,COMMUNE,31,1130
11284,Xã Nam Thanh Miện,COMMUNE,31,1131
10750,Xã Phú Thái,COMMUNE,31,1132
10756,Xã Lai Khê,COMMUNE,31,1133
10777,Xã An Thành,COMMUNE,31,1134
10804,Xã Kim Thành,COMMUNE,31,1135
11953,Phường Phố Hiến,WARD,33,1136
11983,Phường Sơn Nam,WARD,33,1137
11980,Phường Hồng Châu,WARD,33,1138
12103,Phường Mỹ Hào,WARD,33,1139
12133,Phường Đường Hào,WARD,33,1140
12127,Phường Thượng Hồng,WARD,33,1141
11977,Xã Tân Hưng,COMMUNE,33,1142
12337,Xã Hoàng Hoa Thám,COMMUNE,33,1143
12364,Xã Tiên Lữ,COMMUNE,33,1144
12361,Xã Tiên Hoa,COMMUNE,33,1145
12391,Xã Quang Hưng,COMMUNE,33,1146
12406,Xã Đoàn Đào,COMMUNE,33,1147
12424,Xã Tiên Tiến,COMMUNE,33,1148
12427,Xã Tống Trân,COMMUNE,33,1149
12280,Xã Lương Bằng,COMMUNE,33,1150
12286,Xã Nghĩa Dân,COMMUNE,33,1151
12322,Xã Hiệp Cường,COMMUNE,33,1152
12313,Xã Đức Hợp,COMMUNE,33,1153
12142,Xã Ân Thi,COMMUNE,33,1154
12166,Xã Xuân Trúc,COMMUNE,33,1155
12148,Xã Phạm Ngũ Lão,COMMUNE,33,1156
12184,Xã Nguyễn Trãi,COMMUNE,33,1157
12196,Xã Hồng Quang,COMMUNE,33,1158
12205,Xã Khoái Châu,COMMUNE,33,1159
12220,Xã Triệu Việt Vương,COMMUNE,33,1160
12238,Xã Việt Tiến,COMMUNE,33,1161
12271,Xã Chí Minh,COMMUNE,33,1162
12247,Xã Châu Ninh,COMMUNE,33,1163
12052,Xã Yên Mỹ,COMMUNE,33,1164
12091,Xã Việt Yên,COMMUNE,33,1165
12070,Xã Hoàn Long,COMMUNE,33,1166
12064,Xã Nguyễn Văn Linh,COMMUNE,33,1167
11986,Xã Như Quỳnh,COMMUNE,33,1168
11992,Xã Lạc Đạo,COMMUNE,33,1169
11995,Xã Đại Đồng,COMMUNE,33,1170
12031,Xã Nghĩa Trụ,COMMUNE,33,1171
12025,Xã Phụng Công,COMMUNE,33,1172
12019,Xã Văn Giang,COMMUNE,33,1173
12049,Xã Mễ Sở,COMMUNE,33,1174
13225,Phường Thái Bình,WARD,33,1175
12454,Phường Trần Lãm,WARD,33,1176
12452,Phường Trần Hưng Đạo,WARD,33,1177
12817,Phường Trà Lý,WARD,33,1178
12466,Phường Vũ Phúc,WARD,33,1179
12826,Xã Thái Thụy,COMMUNE,33,1180
12862,Xã Đông Thụy Anh,COMMUNE,33,1181
12859,Xã Bắc Thụy Anh,COMMUNE,33,1182
12865,Xã Thụy Anh,COMMUNE,33,1183
12904,Xã Nam Thụy Anh,COMMUNE,33,1184
12841,Xã Bắc Thái Ninh,COMMUNE,33,1185
12922,Xã Thái Ninh,COMMUNE,33,1186
12943,Xã Đông Thái Ninh,COMMUNE,33,1187
12961,Xã Nam Thái Ninh,COMMUNE,33,1188
12919,Xã Tây Thái Ninh,COMMUNE,33,1189
12850,Xã Tây Thụy Anh,COMMUNE,33,1190
12970,Xã Tiền Hải,COMMUNE,33,1191
13039,Xã Tây Tiền Hải,COMMUNE,33,1192
13021,Xã Ái Quốc,COMMUNE,33,1193
13003,Xã Đồng Châu,COMMUNE,33,1194
12988,Xã Đông Tiền Hải,COMMUNE,33,1195
13057,Xã Nam Cường,COMMUNE,33,1196
13066,Xã Hưng Phú,COMMUNE,33,1197
13063,Xã Nam Tiền Hải,COMMUNE,33,1198
12472,Xã Quỳnh Phụ,COMMUNE,33,1199
12511,Xã Minh Thọ,COMMUNE,33,1200
12532,Xã Nguyễn Du,COMMUNE,33,1201
12577,Xã Quỳnh An,COMMUNE,33,1202
12517,Xã Ngọc Lâm,COMMUNE,33,1203
12526,Xã Đồng Bằng,COMMUNE,33,1204
12499,Xã A Sào,COMMUNE,33,1205
12523,Xã Phụ Dực,COMMUNE,33,1206
12478,Xã Tân Tiến,COMMUNE,33,1207
12586,Xã Hưng Hà,COMMUNE,33,1208
12634,Xã Tiên La,COMMUNE,33,1209
12676,Xã Lê Quý Đôn,COMMUNE,33,1210
12685,Xã Hồng Minh,COMMUNE,33,1211
12631,Xã Thần Khê,COMMUNE,33,1212
12619,Xã Diên Hà,COMMUNE,33,1213
12595,Xã Ngự Thiên,COMMUNE,33,1214
12613,Xã Long Hưng,COMMUNE,33,1215
12688,Xã Đông Hưng,COMMUNE,33,1216
12700,Xã Bắc Tiên Hưng,COMMUNE,33,1217
12736,Xã Đông Tiên Hưng,COMMUNE,33,1218
12775,Xã Nam Đông Hưng,COMMUNE,33,1219
12745,Xã  Bắc Đông Quan,COMMUNE,33,1220
12694,Xã Bắc Đông Hưng,COMMUNE,33,1221
12793,Xã Đông Quan,COMMUNE,33,1222
12763,Xã Nam Tiên Hưng,COMMUNE,33,1223
12754,Xã Tiên Hưng,COMMUNE,33,1224
13120,Xã Lê Lợi,COMMUNE,33,1225
13075,Xã Kiến Xương,COMMUNE,33,1226
13132,Xã Quang Lịch,COMMUNE,33,1227
13141,Xã Vũ Quý,COMMUNE,33,1228
13183,Xã Bình Thanh,COMMUNE,33,1229
13186,Xã Bình Định,COMMUNE,33,1230
13159,Xã Hồng Vũ,COMMUNE,33,1231
13096,Xã Bình Nguyên,COMMUNE,33,1232
13093,Xã Trà Giang,COMMUNE,33,1233
13192,Xã Vũ Thư,COMMUNE,33,1234
13222,Xã Thư Trì,COMMUNE,33,1235
13246,Xã Tân Thuận,COMMUNE,33,1236
13264,Xã Thư Vũ,COMMUNE,33,1237
13279,Xã Vũ Tiên,COMMUNE,33,1238
13219,Xã Vạn Xuân,COMMUNE,33,1239
14464,Xã Gia Viễn,COMMUNE,37,1240
14500,Xã Đại Hoàng,COMMUNE,37,1241
14482,Xã Gia Hưng,COMMUNE,37,1242
14524,Xã Gia Phong,COMMUNE,37,1243
14488,Xã Gia Vân,COMMUNE,37,1244
14494,Xã Gia Trấn,COMMUNE,37,1245
14428,Xã Nho Quan,COMMUNE,37,1246
14389,Xã Gia Lâm,COMMUNE,37,1247
14401,Xã Gia Tường,COMMUNE,37,1248
14407,Xã Phú Sơn,COMMUNE,37,1249
14404,Xã Cúc Phương,COMMUNE,37,1250
14458,Xã Phú Long,COMMUNE,37,1251
14434,Xã Thanh Sơn,COMMUNE,37,1252
14452,Xã Quỳnh Lưu,COMMUNE,37,1253
14560,Xã Yên Khánh,COMMUNE,37,1254
14611,Xã Khánh Nhạc,COMMUNE,37,1255
14563,Xã Khánh Thiện,COMMUNE,37,1256
14599,Xã Khánh Hội,COMMUNE,37,1257
14608,Xã Khánh Trung,COMMUNE,37,1258
14701,Xã Yên Mô,COMMUNE,37,1259
14728,Xã Yên Từ,COMMUNE,37,1260
14743,Xã Yên Mạc,COMMUNE,37,1261
14746,Xã Đồng Thái,COMMUNE,37,1262
14653,Xã Chất Bình,COMMUNE,37,1263
14638,Xã Kim Sơn,COMMUNE,37,1264
14647,Xã Quang Thiện,COMMUNE,37,1265
14620,Xã Phát Diệm,COMMUNE,37,1266
14674,Xã Lai Thành,COMMUNE,37,1267
14677,Xã Định Hóa,COMMUNE,37,1268
14623,Xã Bình Minh,COMMUNE,37,1269
14698,Xã Kim Đông,COMMUNE,37,1270
13504,Xã Bình Lục,COMMUNE,37,1271
13501,Xã Bình Mỹ,COMMUNE,37,1272
13540,Xã Bình An,COMMUNE,37,1273
13531,Xã Bình Giang,COMMUNE,37,1274
13558,Xã Bình Sơn,COMMUNE,37,1275
13456,Xã Liêm Hà,COMMUNE,37,1276
13474,Xã Tân Thanh,COMMUNE,37,1277
13483,Xã Thanh Bình,COMMUNE,37,1278
13489,Xã Thanh Lâm,COMMUNE,37,1279
13495,Xã Thanh Liêm,COMMUNE,37,1280
13573,Xã Lý Nhân,COMMUNE,37,1281
13591,Xã Nam Xang,COMMUNE,37,1282
13579,Xã Bắc Lý,COMMUNE,37,1283
13597,Xã Vĩnh Trụ,COMMUNE,37,1284
13594,Xã Trần Thương,COMMUNE,37,1285
13609,Xã Nhân Hà,COMMUNE,37,1286
13627,Xã Nam Lý,COMMUNE,37,1287
13966,Xã Nam Trực,COMMUNE,37,1288
14011,Xã Nam Minh,COMMUNE,37,1289
14014,Xã Nam Đồng,COMMUNE,37,1290
14005,Xã Nam Ninh,COMMUNE,37,1291
13987,Xã Nam Hồng,COMMUNE,37,1292
13750,Xã Minh Tân,COMMUNE,37,1293
13753,Xã Hiển Khánh,COMMUNE,37,1294
13741,Xã Vụ Bản,COMMUNE,37,1295
13786,Xã Liên Minh,COMMUNE,37,1296
13795,Xã Ý Yên,COMMUNE,37,1297
13879,Xã Yên Đồng,COMMUNE,37,1298
13870,Xã Yên Cường,COMMUNE,37,1299
13864,Xã Vạn Thắng,COMMUNE,37,1300
13834,Xã Vũ Dương,COMMUNE,37,1301
13807,Xã Tân Minh,COMMUNE,37,1302
13822,Xã Phong Doanh,COMMUNE,37,1303
14026,Xã Cổ Lễ,COMMUNE,37,1304
14038,Xã Ninh Giang,COMMUNE,37,1305
14056,Xã Cát Thành,COMMUNE,37,1306
14053,Xã Trực Ninh,COMMUNE,37,1307
14062,Xã Quang Hưng,COMMUNE,37,1308
14071,Xã Minh Thái,COMMUNE,37,1309
14077,Xã Ninh Cường,COMMUNE,37,1310
14089,Xã Xuân Trường,COMMUNE,37,1311
14122,Xã Xuân Hưng,COMMUNE,37,1312
14104,Xã  Xuân Giang,COMMUNE,37,1313
14095,Xã Xuân Hồng,COMMUNE,37,1314
14215,Xã Hải Hậu,COMMUNE,37,1315
14236,Xã Hải Anh,COMMUNE,37,1316
14218,Xã Hải Tiến,COMMUNE,37,1317
14248,Xã Hải Hưng,COMMUNE,37,1318
14281,Xã Hải An,COMMUNE,37,1319
14287,Xã Hải Quang,COMMUNE,37,1320
14308,Xã Hải Xuân,COMMUNE,37,1321
14221,Xã Hải Thịnh,COMMUNE,37,1322
14161,Xã Giao Minh,COMMUNE,37,1323
14182,Xã Giao Hoà,COMMUNE,37,1324
14167,Xã Giao Thuỷ,COMMUNE,37,1325
14203,Xã Giao Phúc,COMMUNE,37,1326
14179,Xã Giao Hưng,COMMUNE,37,1327
14194,Xã Giao Bình,COMMUNE,37,1328
14212,Xã Giao Ninh,COMMUNE,37,1329
13900,Xã Đồng Thịnh,COMMUNE,37,1330
13891,Xã Nghĩa Hưng,COMMUNE,37,1331
13918,Xã Nghĩa Sơn,COMMUNE,37,1332
13927,Xã Hồng Phong,COMMUNE,37,1333
13939,Xã Quỹ Nhất,COMMUNE,37,1334
13957,Xã Nghĩa Lâm,COMMUNE,37,1335
13894,Xã Rạng Đông,COMMUNE,37,1336
14533,Phường Tây Hoa Lư,WARD,37,1337
14329,Phường Hoa Lư,WARD,37,1338
14359,Phường Nam Hoa Lư,WARD,37,1339
14566,Phường Đông Hoa Lư,WARD,37,1340
14362,Phường Tam Điệp,WARD,37,1341
14371,Phường Yên Sơn,WARD,37,1342
14365,Phường Trung Sơn,WARD,37,1343
14725,Phường Yên Thắng,WARD,37,1344
13366,Phường Hà Nam,WARD,37,1345
13291,Phường Phủ Lý,WARD,37,1346
13318,Phường Phù Vân,WARD,37,1347
13285,Phường Châu Sơn,WARD,37,1348
13444,Phường Liêm Tuyền,WARD,37,1349
13324,Phường Duy Tiên,WARD,37,1350
13330,Phường Duy Tân,WARD,37,1351
13348,Phường Đồng Văn,WARD,37,1352
13336,Phường Duy Hà,WARD,37,1353
13363,Phường Tiên Sơn,WARD,37,1354
13393,Phường Lê Hồ,WARD,37,1355
13396,Phường Nguyễn Uý,WARD,37,1356
13435,Phường Lý Thường Kiệt,WARD,37,1357
13402,Phường Kim Thanh,WARD,37,1358
13420,Phường Tam Chúc,WARD,37,1359
13384,Phường Kim Bảng,WARD,37,1360
13666,Phường Nam Định,WARD,37,1361
13684,Phường Thiên Trường,WARD,37,1362
13693,Phường Đông A,WARD,37,1363
13972,Phường Vị Khê,WARD,37,1364
13699,Phường Thành Nam,WARD,37,1365
13777,Phường Trường Thi,WARD,37,1366
13984,Phường Hồng Quang,WARD,37,1367
13735,Phường Mỹ Lộc,WARD,37,1368
